NO_LAPORAN,TGL_LAPORAN,MO,MO_clean,MO_casefold,MO_normalized,MO_tokens,MO_stopwords,MO_tokens_stemmed,MO_final_text
LP/B/86/V/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,21 Mei 2021,Pelaku melakukan pemukulan menggunakan kayu balok ke arah punggung korban saat terjadi cekcok mulut.,Pelaku melakukan pemukulan menggunakan kayu balok ke arah punggung korban saat terjadi cekcok mulut,pelaku melakukan pemukulan menggunakan kayu balok ke arah punggung korban saat terjadi cekcok mulut,pelaku melakukan pemukulan menggunakan kayu balok ke arah punggung korban saat terjadi cekcok mulut,"['pelaku', 'melakukan', 'pemukulan', 'menggunakan', 'kayu', 'balok', 'ke', 'arah', 'punggung', 'korban', 'saat', 'terjadi', 'cekcok', 'mulut']","['pelaku', 'pemukulan', 'kayu', 'balok', 'arah', 'punggung', 'korban', 'cekcok', 'mulut']","['pelaku', 'pukul', 'kayu', 'balok', 'arah', 'punggung', 'korban', 'cekcok', 'mulut']",pelaku pukul kayu balok arah punggung korban cekcok mulut
LP/B/88/V/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,21 Mei 2021,Pelaku dalam keadaan mabuk merusak pintu warung milik korban hingga jebol.,Pelaku dalam keadaan mabuk merusak pintu warung milik korban hingga jebol,pelaku dalam keadaan mabuk merusak pintu warung milik korban hingga jebol,pelaku dalam keadaan mabuk merusak pintu warung milik korban hingga jebol,"['pelaku', 'dalam', 'keadaan', 'mabuk', 'merusak', 'pintu', 'warung', 'milik', 'korban', 'hingga', 'jebol']","['pelaku', 'mabuk', 'merusak', 'pintu', 'warung', 'milik', 'korban', 'jebol']","['pelaku', 'mabuk', 'rusak', 'pintu', 'warung', 'milik', 'korban', 'jebol']",pelaku mabuk rusak pintu warung milik korban jebol
LP/B/89/V/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,21 Mei 2021,"Tertangkap tangan memiliki, menyimpan, dan menguasai narkotika jenis sabu seberat 0.5 gram yang disembunyikan di dalam kotak rokok.",Tertangkap tangan memiliki menyimpan dan menguasai narkotika jenis sabu seberat gram yang disembunyikan di dalam kotak rokok,tertangkap tangan memiliki menyimpan dan menguasai narkotika jenis sabu seberat gram yang disembunyikan di dalam kotak rokok,tertangkap tangan memiliki menyimpan dan menguasai narkotika jenis sabu seberat gram yang disembunyikan di dalam kotak rokok,"['tertangkap', 'tangan', 'memiliki', 'menyimpan', 'dan', 'menguasai', 'narkotika', 'jenis', 'sabu', 'seberat', 'gram', 'yang', 'disembunyikan', 'di', 'dalam', 'kotak', 'rokok']","['tertangkap', 'tangan', 'memiliki', 'menyimpan', 'menguasai', 'narkotika', 'jenis', 'sabu', 'seberat', 'gram', 'disembunyikan', 'kotak', 'rokok']","['tangkap', 'tangan', 'milik', 'simpan', 'kuasa', 'narkotika', 'jenis', 'sabu', 'berat', 'gram', 'sembunyi', 'kotak', 'rokok']",tangkap tangan milik simpan kuasa narkotika jenis sabu berat gram sembunyi kotak rokok
LP/B/91/V/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,22 Mei 2021,Pelaku menyobek ban mobil tetangganya menggunakan pisau lipat karena merasa jalannya terhalang.,Pelaku menyobek ban mobil tetangganya menggunakan pisau lipat karena merasa jalannya terhalang,pelaku menyobek ban mobil tetangganya menggunakan pisau lipat karena merasa jalannya terhalang,pelaku menyobek ban mobil tetangganya menggunakan pisau lipat karena merasa jalannya terhalang,"['pelaku', 'menyobek', 'ban', 'mobil', 'tetangganya', 'menggunakan', 'pisau', 'lipat', 'karena', 'merasa', 'jalannya', 'terhalang']","['pelaku', 'menyobek', 'ban', 'mobil', 'tetangganya', 'pisau', 'lipat', 'jalannya', 'terhalang']","['pelaku', 'sobek', 'ban', 'mobil', 'tetangga', 'pisau', 'lipat', 'jalan', 'halang']",pelaku sobek ban mobil tetangga pisau lipat jalan halang
LP/B/92/V/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,25 Mei 2021,"Pelaku menjanjikan pekerjaan kepada korban dengan syarat membayar sejumlah uang, namun pekerjaan tersebut fiktif.",Pelaku menjanjikan pekerjaan kepada korban dengan syarat membayar sejumlah uang namun pekerjaan tersebut fiktif,pelaku menjanjikan pekerjaan kepada korban dengan syarat membayar sejumlah uang namun pekerjaan tersebut fiktif,pelaku menjanjikan pekerjaan kepada korban dengan syarat membayar sejumlah uang namun pekerjaan tersebut fiktif,"['pelaku', 'menjanjikan', 'pekerjaan', 'kepada', 'korban', 'dengan', 'syarat', 'membayar', 'sejumlah', 'uang', 'namun', 'pekerjaan', 'tersebut', 'fiktif']","['pelaku', 'menjanjikan', 'pekerjaan', 'korban', 'syarat', 'membayar', 'uang', 'pekerjaan', 'fiktif']","['pelaku', 'janji', 'kerja', 'korban', 'syarat', 'bayar', 'uang', 'kerja', 'fiktif']",pelaku janji kerja korban syarat bayar uang kerja fiktif
LP/B/93/V/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,26 Mei 2021,Pelaku merusak tanaman hias dan pot bunga milik korban karena dengki.,Pelaku merusak tanaman hias dan pot bunga milik korban karena dengki,pelaku merusak tanaman hias dan pot bunga milik korban karena dengki,pelaku merusak tanaman hias dan pot bunga milik korban karena dengki,"['pelaku', 'merusak', 'tanaman', 'hias', 'dan', 'pot', 'bunga', 'milik', 'korban', 'karena', 'dengki']","['pelaku', 'merusak', 'tanaman', 'hias', 'pot', 'bunga', 'milik', 'korban', 'dengki']","['pelaku', 'rusak', 'tanam', 'hias', 'pot', 'bunga', 'milik', 'korban', 'dengki']",pelaku rusak tanam hias pot bunga milik korban dengki
LP/B/94/V/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,29 Mei 2021,Pelaku mengambil 1 unit sepeda motor Yamaha NMAX yang diletakkan korban di dashboard motor saat korban berbelanja.,Pelaku mengambil unit sepeda motor Yamaha NMAX yang diletakkan korban di dashboard motor saat korban berbelanja,pelaku mengambil unit sepeda motor yamaha nmax yang diletakkan korban di dashboard motor saat korban berbelanja,pelaku mengambil unit sepeda motor yamaha nmax yang diletakkan korban di dashboard motor saat korban berbelanja,"['pelaku', 'mengambil', 'unit', 'sepeda', 'motor', 'yamaha', 'nmax', 'yang', 'diletakkan', 'korban', 'di', 'dashboard', 'motor', 'saat', 'korban', 'berbelanja']","['pelaku', 'mengambil', 'unit', 'sepeda', 'motor', 'yamaha', 'nmax', 'diletakkan', 'korban', 'dashboard', 'motor', 'korban', 'berbelanja']","['pelaku', 'ambil', 'unit', 'sepeda', 'motor', 'yamaha', 'nmax', 'letak', 'korban', 'dashboard', 'motor', 'korban', 'belanja']",pelaku ambil unit sepeda motor yamaha nmax letak korban dashboard motor korban belanja
LP/B/96/VI/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,6 Juni 2021,Pelaku memecahkan kaca mobil korban menggunakan helm saat terjadi perselisihan di jalan raya.,Pelaku memecahkan kaca mobil korban menggunakan helm saat terjadi perselisihan di jalan raya,pelaku memecahkan kaca mobil korban menggunakan helm saat terjadi perselisihan di jalan raya,pelaku memecahkan kaca mobil korban menggunakan helm saat terjadi perselisihan di jalan raya,"['pelaku', 'memecahkan', 'kaca', 'mobil', 'korban', 'menggunakan', 'helm', 'saat', 'terjadi', 'perselisihan', 'di', 'jalan', 'raya']","['pelaku', 'memecahkan', 'kaca', 'mobil', 'korban', 'helm', 'perselisihan', 'jalan', 'raya']","['pelaku', 'pecah', 'kaca', 'mobil', 'korban', 'helm', 'selisih', 'jalan', 'raya']",pelaku pecah kaca mobil korban helm selisih jalan raya
LP/B/97/VI/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,7 Juni 2021,Pelaku memukul korban akibat perselisihan dalam permainan.,Pelaku memukul korban akibat perselisihan dalam permainan,pelaku memukul korban akibat perselisihan dalam permainan,pelaku memukul korban akibat perselisihan dalam permainan,"['pelaku', 'memukul', 'korban', 'akibat', 'perselisihan', 'dalam', 'permainan']","['pelaku', 'memukul', 'korban', 'akibat', 'perselisihan', 'permainan']","['pelaku', 'pukul', 'korban', 'akibat', 'selisih', 'main']",pelaku pukul korban akibat selisih main
LP/B/98/VI/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,12 Juni 2021,"Petugas mengamankan pelaku yang gerak-geriknya mencurigakan di pinggir jalan, saat diperiksa ditemukan 1 paket ganja kering.",Petugas mengamankan pelaku yang gerak geriknya mencurigakan di pinggir jalan saat diperiksa ditemukan paket ganja kering,petugas mengamankan pelaku yang gerak geriknya mencurigakan di pinggir jalan saat diperiksa ditemukan paket ganja kering,petugas mengamankan pelaku yang gerak geriknya mencurigakan di pinggir jalan saat diperiksa ditemukan paket ganja kering,"['petugas', 'mengamankan', 'pelaku', 'yang', 'gerak', 'geriknya', 'mencurigakan', 'di', 'pinggir', 'jalan', 'saat', 'diperiksa', 'ditemukan', 'paket', 'ganja', 'kering']","['petugas', 'mengamankan', 'pelaku', 'gerak', 'geriknya', 'mencurigakan', 'pinggir', 'jalan', 'diperiksa', 'ditemukan', 'paket', 'ganja', 'kering']","['petugas', 'aman', 'pelaku', 'gerak', 'gerik', 'curiga', 'pinggir', 'jalan', 'periksa', 'temu', 'paket', 'ganja', 'kering']",petugas aman pelaku gerak gerik curiga pinggir jalan periksa temu paket ganja kering
LP/B/100/VI/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,15 Juni 2021,Pelaku menggores bodi mobil korban menggunakan paku sepanjang sisi kiri kendaraan.,Pelaku menggores bodi mobil korban menggunakan paku sepanjang sisi kiri kendaraan,pelaku menggores bodi mobil korban menggunakan paku sepanjang sisi kiri kendaraan,pelaku menggores bodi mobil korban menggunakan paku sepanjang sisi kiri kendaraan,"['pelaku', 'menggores', 'bodi', 'mobil', 'korban', 'menggunakan', 'paku', 'sepanjang', 'sisi', 'kiri', 'kendaraan']","['pelaku', 'menggores', 'bodi', 'mobil', 'korban', 'paku', 'sisi', 'kiri', 'kendaraan']","['pelaku', 'gores', 'bodi', 'mobil', 'korban', 'paku', 'sisi', 'kiri', 'kendara']",pelaku gores bodi mobil korban paku sisi kiri kendara
LP/B/101/VI/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,21 Juni 2021,Pelaku memukul korban menggunakan tangan kosong ke arah wajah sebanyak dua kali karena tersinggung dengan ucapan korban.,Pelaku memukul korban menggunakan tangan kosong ke arah wajah sebanyak dua kali karena tersinggung dengan ucapan korban,pelaku memukul korban menggunakan tangan kosong ke arah wajah sebanyak dua kali karena tersinggung dengan ucapan korban,pelaku memukul korban menggunakan tangan kosong ke arah wajah sebanyak dua kali karena tersinggung dengan ucapan korban,"['pelaku', 'memukul', 'korban', 'menggunakan', 'tangan', 'kosong', 'ke', 'arah', 'wajah', 'sebanyak', 'dua', 'kali', 'karena', 'tersinggung', 'dengan', 'ucapan', 'korban']","['pelaku', 'memukul', 'korban', 'tangan', 'kosong', 'arah', 'wajah', 'kali', 'tersinggung', 'ucapan', 'korban']","['pelaku', 'pukul', 'korban', 'tangan', 'kosong', 'arah', 'wajah', 'kali', 'singgung', 'ucap', 'korban']",pelaku pukul korban tangan kosong arah wajah kali singgung ucap korban
LP/B/102/VI/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,25 Juni 2021,"Pelaku melakukan pencurian dengan pemberatan, merusak pintu ruko dan mengambil 1 unit sepeda motor Honda Vario.",Pelaku melakukan pencurian dengan pemberatan merusak pintu ruko dan mengambil unit sepeda motor Honda Vario,pelaku melakukan pencurian dengan pemberatan merusak pintu ruko dan mengambil unit sepeda motor honda vario,pelaku melakukan pencurian dengan pemberatan merusak pintu ruko dan mengambil unit sepeda motor honda vario,"['pelaku', 'melakukan', 'pencurian', 'dengan', 'pemberatan', 'merusak', 'pintu', 'ruko', 'dan', 'mengambil', 'unit', 'sepeda', 'motor', 'honda', 'vario']","['pelaku', 'pencurian', 'pemberatan', 'merusak', 'pintu', 'ruko', 'mengambil', 'unit', 'sepeda', 'motor', 'honda', 'vario']","['pelaku', 'curi', 'berat', 'rusak', 'pintu', 'ruko', 'ambil', 'unit', 'sepeda', 'motor', 'honda', 'vario']",pelaku curi berat rusak pintu ruko ambil unit sepeda motor honda vario
LP/B/103/VI/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,27 Juni 2021,Pelaku memanjat pagar rumah korban pada malam hari dan mengambil uang tunai Rp 5.000.000 yang berada di teras.,Pelaku memanjat pagar rumah korban pada malam hari dan mengambil uang tunai Rp yang berada di teras,pelaku memanjat pagar rumah korban pada malam hari dan mengambil uang tunai rp yang berada di teras,pelaku memanjat pagar rumah korban pada malam hari dan mengambil uang tunai rupiah yang berada di teras,"['pelaku', 'memanjat', 'pagar', 'rumah', 'korban', 'pada', 'malam', 'hari', 'dan', 'mengambil', 'uang', 'tunai', 'rupiah', 'yang', 'berada', 'di', 'teras']","['pelaku', 'memanjat', 'pagar', 'rumah', 'korban', 'malam', 'mengambil', 'uang', 'tunai', 'rupiah', 'teras']","['pelaku', 'panjat', 'pagar', 'rumah', 'korban', 'malam', 'ambil', 'uang', 'tunai', 'rupiah', 'teras']",pelaku panjat pagar rumah korban malam ambil uang tunai rupiah teras
LP/B/104/VI/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,30 Juni 2021,"Petugas mendapatkan informasi masyarakat bahwa di Jl. Pasar RT 05/RW 05, Peniraman, Kec. Sungai Pinyuh sering terjadi transaksi narkoba, saat digeledah ditemukan 1 paket ganja kering di saku celana pelaku.",Petugas mendapatkan informasi masyarakat bahwa di Jl Pasar RT RW Peniraman Kec Sungai Pinyuh sering terjadi transaksi narkoba saat digeledah ditemukan paket ganja kering di saku celana pelaku,petugas mendapatkan informasi masyarakat bahwa di jl pasar rt rw peniraman kec sungai pinyuh sering terjadi transaksi narkoba saat digeledah ditemukan paket ganja kering di saku celana pelaku,petugas mendapatkan informasi masyarakat bahwa di jalan pasar rukun tetangga rukun warga peniraman kecamatan sungai pinyuh sering terjadi transaksi narkoba saat digeledah ditemukan paket ganja kering di saku celana pelaku,"['petugas', 'mendapatkan', 'informasi', 'masyarakat', 'bahwa', 'di', 'jalan', 'pasar', 'rukun', 'tetangga', 'rukun', 'warga', 'peniraman', 'kecamatan', 'sungai', 'pinyuh', 'sering', 'terjadi', 'transaksi', 'narkoba', 'saat', 'digeledah', 'ditemukan', 'paket', 'ganja', 'kering', 'di', 'saku', 'celana', 'pelaku']","['petugas', 'informasi', 'masyarakat', 'jalan', 'pasar', 'rukun', 'tetangga', 'rukun', 'warga', 'peniraman', 'kecamatan', 'sungai', 'pinyuh', 'transaksi', 'narkoba', 'digeledah', 'ditemukan', 'paket', 'ganja', 'kering', 'saku', 'celana', 'pelaku']","['petugas', 'informasi', 'masyarakat', 'jalan', 'pasar', 'rukun', 'tetangga', 'rukun', 'warga', 'tiram', 'camat', 'sungai', 'pinyuh', 'transaksi', 'narkoba', 'geledah', 'temu', 'paket', 'ganja', 'kering', 'saku', 'celana', 'pelaku']",petugas informasi masyarakat jalan pasar rukun tetangga rukun warga tiram camat sungai pinyuh transaksi narkoba geledah temu paket ganja kering saku celana pelaku
LP/B/105/VI/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,30 Juni 2021,Pelaku merusak kandang burung mahal milik tetangga karena merasa terganggu dengan suara kicauan burung di pagi hari.,Pelaku merusak kandang burung mahal milik tetangga karena merasa terganggu dengan suara kicauan burung di pagi hari,pelaku merusak kandang burung mahal milik tetangga karena merasa terganggu dengan suara kicauan burung di pagi hari,pelaku merusak kandang burung mahal milik tetangga karena merasa terganggu dengan suara kicauan burung di pagi hari,"['pelaku', 'merusak', 'kandang', 'burung', 'mahal', 'milik', 'tetangga', 'karena', 'merasa', 'terganggu', 'dengan', 'suara', 'kicauan', 'burung', 'di', 'pagi', 'hari']","['pelaku', 'merusak', 'kandang', 'burung', 'mahal', 'milik', 'tetangga', 'terganggu', 'suara', 'kicauan', 'burung', 'pagi']","['pelaku', 'rusak', 'kandang', 'burung', 'mahal', 'milik', 'tetangga', 'ganggu', 'suara', 'kicau', 'burung', 'pagi']",pelaku rusak kandang burung mahal milik tetangga ganggu suara kicau burung pagi
LP/B/107/VII/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,05 Juli 2021,"Motor milik pelapor jenis Yamaha Vega R warna merah marun dengan Nopol KB 2034 BK, Noka : MH34D7203932450896, Nosin : 4D7-1245836 STNK a.n. Retno Yolandari yang diparkirkan di jalan dan ditinggalkan dalam keadaan dikunci gembok dibagian geer ran motornya, saat itu motornya tidak dikunci stang dikarenakan kunci stangnya rusak, tidak lama kemudian pelapor kembali ke tempat parkiran dan melihat motornya sudah hilang. Kerugian : Rp. 5.000.000,-",Motor milik pelapor jenis Yamaha Vega R warna merah marun dengan Nopol KB BK Noka MH D Nosin D STNK a n Retno Yolandari yang diparkirkan di jalan dan ditinggalkan dalam keadaan dikunci gembok dibagian geer ran motornya saat itu motornya tidak dikunci stang dikarenakan kunci stangnya rusak tidak lama kemudian pelapor kembali ke tempat parkiran dan melihat motornya sudah hilang Kerugian Rp,motor milik pelapor jenis yamaha vega r warna merah marun dengan nopol kb bk noka mh d nosin d stnk a n retno yolandari yang diparkirkan di jalan dan ditinggalkan dalam keadaan dikunci gembok dibagian geer ran motornya saat itu motornya tidak dikunci stang dikarenakan kunci stangnya rusak tidak lama kemudian pelapor kembali ke tempat parkiran dan melihat motornya sudah hilang kerugian rp,motor milik pelapor jenis yamaha vega r warna merah marun dengan nopol kb bk noka mah di nosin di stnk a n retno yolandari yang diparkirkan di jalan dan ditinggalkan dalam keadaan dikunci gembok dibagian geer ran motornya saat itu motornya tidak dikunci stang dikarenakan kunci stangnya rusak tidak lama kemudian pelapor kembali ke tempat parkiran dan melihat motornya sudah hilang kerugian rupiah,"['motor', 'milik', 'pelapor', 'jenis', 'yamaha', 'vega', 'r', 'warna', 'merah', 'marun', 'dengan', 'nopol', 'kb', 'bk', 'noka', 'mah', 'di', 'nosin', 'di', 'stnk', 'a', 'n', 'retno', 'yolandari', 'yang', 'diparkirkan', 'di', 'jalan', 'dan', 'ditinggalkan', 'dalam', 'keadaan', 'dikunci', 'gembok', 'dibagian', 'geer', 'ran', 'motornya', 'saat', 'itu', 'motornya', 'tidak', 'dikunci', 'stang', 'dikarenakan', 'kunci', 'stangnya', 'rusak', 'tidak', 'lama', 'kemudian', 'pelapor', 'kembali', 'ke', 'tempat', 'parkiran', 'dan', 'melihat', 'motornya', 'sudah', 'hilang', 'kerugian', 'rupiah']","['motor', 'milik', 'pelapor', 'jenis', 'yamaha', 'vega', 'warna', 'merah', 'marun', 'nopol', 'noka', 'mah', 'nosin', 'stnk', 'retno', 'yolandari', 'diparkirkan', 'jalan', 'ditinggalkan', 'dikunci', 'gembok', 'dibagian', 'geer', 'ran', 'motornya', 'motornya', 'dikunci', 'stang', 'kunci', 'stangnya', 'rusak', 'pelapor', 'parkiran', 'motornya', 'hilang', 'kerugian', 'rupiah']","['motor', 'milik', 'lapor', 'jenis', 'yamaha', 'vega', 'warna', 'merah', 'marun', 'nopol', 'noka', 'mah', 'nosin', 'stnk', 'retno', 'yolandari', 'parkir', 'jalan', 'tinggal', 'kunci', 'gembok', 'bagi', 'geer', 'ran', 'motor', 'motor', 'kunci', 'stang', 'kunci', 'stangnya', 'rusak', 'lapor', 'parkir', 'motor', 'hilang', 'rugi', 'rupiah']",motor milik lapor jenis yamaha vega warna merah marun nopol noka mah nosin stnk retno yolandari parkir jalan tinggal kunci gembok bagi geer ran motor motor kunci stang kunci stangnya rusak lapor parkir motor hilang rugi rupiah
LP/B/108/VII/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,6 Juli 2021,"Saat toko sudah tutup, oknum pelaku masuk melalui atap memakai linggis, lalu mengambil paksa laptop merk Asus milik korban.",Saat toko sudah tutup oknum pelaku masuk melalui atap memakai linggis lalu mengambil paksa laptop merk Asus milik korban,saat toko sudah tutup oknum pelaku masuk melalui atap memakai linggis lalu mengambil paksa laptop merk asus milik korban,saat toko sudah tutup oknum pelaku masuk melalui atap memakai linggis lalu mengambil paksa laptop merk asus milik korban,"['saat', 'toko', 'sudah', 'tutup', 'oknum', 'pelaku', 'masuk', 'melalui', 'atap', 'memakai', 'linggis', 'lalu', 'mengambil', 'paksa', 'laptop', 'merk', 'asus', 'milik', 'korban']","['toko', 'tutup', 'oknum', 'pelaku', 'masuk', 'atap', 'memakai', 'linggis', 'mengambil', 'paksa', 'laptop', 'merk', 'asus', 'milik', 'korban']","['toko', 'tutup', 'oknum', 'pelaku', 'masuk', 'atap', 'pakai', 'linggis', 'ambil', 'paksa', 'laptop', 'merk', 'asus', 'milik', 'korban']",toko tutup oknum pelaku masuk atap pakai linggis ambil paksa laptop merk asus milik korban
